,id,title,score,stars,content
0,1292052,肖申克的救赎,[NULL],0,看完后我甚至无法说明这部影片的感情 这里的犯人充满希望 这里的狱长步步堕落 忽然觉得 人生不过是从一个洞穴通往另一个世界 过去就成为一段回忆 让你在另一个世界里继续做梦 不过这个故事只能存在于足够自由的国度 否则没人会赞扬一群犯人和越狱者 即使他们也满身伤痕
0,1292052,肖申克的救赎,4,0,越狱只是形式.精神始终自由.这才是最重要的.所以看到Morgan Freeman最后真正懂得自由的真谛时比安迪的越狱更令我动容.
0,1292052,肖申克的救赎,5,3,三刷，依旧感动。生活就是一个牢笼，心存希望才得以自由。安迪百年如一日的坚持和对时间掌控，敏锐的觉察力和知识的储备，这些都是他强大的羽翼，鸟儿终打破禁锢，拥抱美好。悬念的保留，卓越的摄影和配乐，为本片添彩不少。“救赎之道，就在其中。”“他只是被制度化了。”“要么忙着活，要么忙着死。”“有些鸟儿是关不住的，他们的羽翼闪耀着自由的光辉。”“希望是件美好的事，也许是世间最美好的东西，而美好的事物永不消逝。”
0,1292052,肖申克的救赎,4,6,很经典的剧，值得看
0,1292052,肖申克的救赎,5,1,"Hope is a good thing,maybe the best of things,and no good thing ever dies."
0,1292052,肖申克的救赎,4,4,好的电影和好的书一样，不是看一遍就能放下的。看完了，有感触，记录，才不负一部优秀的作品。这一部很励志，很出人意料，很令人振奋。
0,1292052,肖申克的救赎,[NULL],0,如果有一天，你可以获得假释，一定要到某个地方替我完成一个心愿。那是我第一次和妻子约会的地方，把那里一棵大橡树下的一个盒子挖出来。到时个你就知道是什么了。
0,1292052,肖申克的救赎,5,0,追求自由的人生与被体制化的人生，也是相反的精神取向。电影《肖申克的救赎》中，执著追求自由的主角安迪与被体制化的老布，是人类精神面貌的两面镜子。安迪是蒙冤入狱的年轻银行家，凭着对财务知识的精通，获取了监狱管理者的信赖，为………与此相对照的是在监狱待了五十年的老布，当他获知自己即将刑满释放时，却面临精神上的崩溃，如同犯人瑞德所说，“起初你讨厌它（监狱），然后你逐渐习惯它，足够的时间后你开始依赖它，这就是体制化”。老布不惜伤害狱友，以求在监狱中继续服刑，他被环境同化，一旦脱离，就如同鱼离开了水，所以在不得不出狱之后，他自杀了。安迪明白“体制化”对朋友瑞德的影响，所以为瑞德在一棵巨大的橡树下，留下了投奔自由的路径，让他用希望拯救内心的绝望。恢复自由的心，就如同治疗慢性疾病，希望与信心是最关键的药物。
0,1292052,肖申克的救赎,4,1,多年以后，当瑞德在布鲁克斯因无所适从了结生命的旅馆里迷惘彷徨时，他忽然发现安迪在那块玻璃石下什么也没放，除了一样东西――希望。很精彩的一部商业片，对自由的探讨关于体制化很真实，越狱部分的叙事顺序调整惊艳，但想不通为什么会排第一？
0,1292052,肖申克的救赎,5,0,信念 希望 永不放弃（2009.3）09年标注的，也是豆瓣上第一部标注的电影。第一次看这电影应该是高二的一个晚自习，推算一下应该是07年，设备我还记得魅族Miniplayer SP，下载于个人FTP资源站，用FlashFXP之类的客户端拉下来的，整个FTP里面全是转码好格式和分辨率适合M6播放的电影（大概是avi.320*240.18Fps）。那时哪知道那么多，下载下来的电影只管看就是了，没有预告没有简介，就一个几百MB.avi文件，一个晚自习看完直呼牛逼。也因此知道了IMDB Top 250，知道了它是Top1，那时的豆瓣还没有Top250。大一前后，下载了TLF的IMDBTop250转眼已经十多年过去了，两年的高三和大学期间看过很多遍，毕业后再也没看过，这部电影早已在心里淡化了。
0,1292052,肖申克的救赎,5,1,监狱是怪地方。起先你恨它，然后习惯它。更久后，你离不开它。这就叫“你被体制化了”。
0,1292052,肖申克的救赎,3,3,"在下載《肖申尅的救贖》的時候，我一直在想“太晚了，太晚了”。因为光听到这个名字已经若干年了，它的名字出现率在任何一本电影杂志都高的惊人。但是不知是我滔碟的时候总是错过还是我与这片子确实没有缘分，反正是直到昨天晚上，我才看到这部久违的电影。当真的花了两个多小时时间看完之后，我开始甚是困惑……为什么那么多的影评人都给出了9分的评价，而我的个人感受……并没有那么多~《肖》让我想起了两部片子，一部同是差不多的线性结构的监狱片，是在上影视编导课的时候经我们的美女老师大力推荐的《恶魔岛》，另一部是我最爱的导演"
0,1292052,肖申克的救赎,5,1,大抵小说改编电影，绝大部分无法超越原著，但至少有两部例外，一个是教父，二流小说变成一流电影，斯蒂芬金一个不起眼的中篇，成了各排行榜的常客，虽不少人认为本片实在担待不起各种榜单榜首，相对于奥斯卡上的完败，现在只能说是平反过度吧，但是我依然喜欢，也许对于自由这种主题，已经显得不够高端
0,1292052,肖申克的救赎,5,6,伟大的电影引领我们飞升；“人类全部智慧就包含在两个词中：等待和希望。”——《基督山伯爵》
0,1292052,肖申克的救赎,[NULL],0,是很不错，不过不觉得该是IMDB中排名第一的电影......至于《刺激1999》的港译，只能说......
0,1292052,肖申克的救赎,3,5,又看了一遍，仍然觉得很一般，很一般的励志电影。当然，关于“体制化”的讨论是有点意思的。
0,1292052,肖申克的救赎,4,0,很多台词不错 喜欢这些人的表演风格 不算压抑。喜欢他在狱中逃出后 淋得淋漓透彻的那一段。 我们说 自由。少拿这两个字刺激人。。嗯哼。。。 
0,1292052,肖申克的救赎,4,52,看了很感动，励志的故事
0,1292052,肖申克的救赎,5,0,"Hope is a good thing,maybe the best of things. 一个自由人怀揣着希望，开始一段漫长的旅程，伴随着未知的结局，思绪纷乱，激动不已。"
0,1292052,肖申克的救赎,5,2,“你不能改变这个社会，那么你就要努力的去适应它”，在这部电影看来，这句话完全是bullshit！！这是个人对于一个制度的对抗，如果它拥有最强大的集权机构，你会选择顺从，被同化，乃至尿都不敢滴出来，还是像他一般，用一把藏在圣经里面的小锤头，在二十年后，给予它致命的一击。
0,1292052,肖申克的救赎,5,5,上大学时第一次看这片，感叹米国监狱的住宿和伙食强于中国大学。
0,1292052,肖申克的救赎,[NULL],1,基督山伯爵最完美的变奏；反体制主题永远是上班族最爱。其实只是第2遍看，可为什么要把配乐拿去给bbm的Trailer用呢，害得我老穿越。
0,1292052,肖申克的救赎,5,3,算是越狱类题材的鼻祖了，越狱里很多情节都模仿了他～最爱电影里最后一段话，hope is good thing maybe the best of things in the world
0,1292052,肖申克的救赎,5,2,久仰盛名的片子太多。但并不是每部都能让人哭着笑起来。环环相扣的计划太妙了。有计划有动机也有导火索，最赞的是有个happy ending。Red是redemption的缩写，象征着身和心共同的救赎解放。Salvation lay within. 喔。Get busy living or get busy dying. 海洋木屋棋盘和一个伴儿，岂不惬意。
0,1292052,肖申克的救赎,5,0,这片子的意义对我也不同寻常，那个如噩梦般的夏天，在电影频道播放完这部后，噩梦就此完结。那时候电影内容没有心思详细体会。后来再次观看的时候这片的情节和内涵深深震撼着我。
0,1292052,肖申克的救赎,5,1,以前有人告诉我，肖申克的救赎是他最爱的电影；当时懵懂，就下下来看，只觉着情节尚妙，倒也并非好至此般喜爱，更不明为何叫做“肖申克的救赎”。时隔多年，在回家的火车上，我又点开它，看到振奋，看到落泪，便又看了第三遍第四遍，关于人生绝境的自我救赎，这大概是最好的诠释了。
0,1292052,肖申克的救赎,5,7,我是大一的时候第一次看这部影片，刚开始真的很压抑了，充满了艰辛。整部影片中没有华丽的特效，没有炫酷的打斗，大部分是监狱里的人们交谈的场景，但平静中有一股力量，鼓舞人心，发人深省。在我迷茫痛苦的时候，她总能带给我平和的力量。
0,1292052,肖申克的救赎,5,2,如果你不是看了影评而来观看这部电影，完全不去猜测结局会是怎样，而只是随着剧情的发展而来，你才会被影片最后部分的高潮所震撼，也才能真正体会到希望的伟大和人性的光辉。而影片最终告诉我们的也不是发生在肖申克的救赎，而是关于我们每个人的救赎，随着时间的流逝，你是否还能坚持自己最初的梦想
0,1292052,肖申克的救赎,5,1,"Fear can hold you prisoner, hope can set you free. A strong man can save himself, a great man can save another."
0,1292052,肖申克的救赎,5,2,真正的监狱其实在人的心里 我们日复一日 划地为牢 而总有那么一些鸟儿是无法被关住的 它们有着那样光亮的羽毛 它们总能够冲出困境 飞向它们向往的自由 它们是无法被圈禁的灵魂
0,1292052,肖申克的救赎,5,0,人总是要做点什么；既然走出来了，就再走的远一点吧；希望是美好的东西，也许是最美好的东西。恐惧让你沦为囚犯，希望让你重获自由。
0,1292052,肖申克的救赎,4,2,影史第一的电影并不是说带给我有多震撼，而更多的带给我的是思考。体制化，这个词语在电影看完之后久久不能散去我的脑海中。参加工作初期我有多么痛恨体制化，现在的我却因为家庭、父母各种原因没有勇气辞去工作追求当年口中的自由。
0,1292052,肖申克的救赎,5,0,"Hope is a good thing,maybe the best of things,and no good thing ever dies"
0,1292052,肖申克的救赎,4,1,其实这片很扯淡，是一个关于美国小资的臆想，话说结尾老黑在沙滩与小白相会，我第一反应的，这俩是一对老玻璃
0,1292052,肖申克的救赎,5,1,不知道看多少遍了，年纪越长越能体会到更多的东西，因为它讲了别人都不愿意讲述的东西。被禁锢之下的时间，你会如何度过你的人生？当你知道自己所经受的苦难都是可以避免的时候，你又会做出怎样的选择？
0,1292052,肖申克的救赎,5,1,第一次看这个是在大学的英语课上，他有个很俗的名字叫《刺激1995》，一开始的压抑几乎让人不想继续看下去，但是最后的升华会直透我们的内心。Hope is always a good thing.
0,1292052,肖申克的救赎,5,0,"有的人的羽翼是如此光辉，即使世界上最黑暗的牢狱，也无法长久地将他围困。片中有个乌鸦，我觉得他和安迪一样，虽然身陷囹圄，依然能够自由的飞向天空。 经典就是经典。"
0,1292052,肖申克的救赎,5,8,知识改变命运，永远保持希望，对自由的渴望，对他人的善良
0,1292052,肖申克的救赎,5,12,重温肖申克的救赎，小时候一直觉得这只是一个很普通的励志故事，成年以后发现世界就是巨大的监狱，人均囚犯，一个人知道自己为了什么而活就可以忍受任何一种生活。
0,1292052,肖申克的救赎,3,5,肖申克的救赎，救赎的是人的身体还是人的灵魂？
0,1292052,肖申克的救赎,5,0,2月1号重煲。希望信念你缺少哪一样 又坚持了哪一样？-----记之前短评：首先说一句 我爱我出生的这一年 这年出产了不少世人口中流传的经典好电影！然后 我爱半夜 一个人窝在被窝无打扰的状态下看电影 尤其是这样的好电影！在有生之年 别再幻想了 抱有希望的活好每天吧 起码我算自由的
0,1292052,肖申克的救赎,5,1,这部电影之所以能得到这么高的评价~~因为它雅俗共赏~这个是最难的品质~~也是其他电影所不具备的东西~~~现在想看这样一部电影真的是太难了~~~
0,1292052,肖申克的救赎,5,1,高墙如人生，很多时候虽努力依然不可逾越，画地为牢，如何才能更好生存，反而成了当务之急，慢慢更演变为生活之全部！这就像是从学校毕业踏入社会，历历现实，谁可逾越？倒是选择泰然处之者芸芸，即便真相总是在高墙后面，在石头底下的盒子中....
0,1292052,肖申克的救赎,5,1,我有梦想，但是从来不会提起，因为我那强大的梦想能让我战胜一切，而且不需要被你们证明。
0,1292052,肖申克的救赎,5,2,即便是几年后重温，仍旧忍不住疯狂为这部里程碑电影打call。Brooks was here……这是“体制化人”的最后呐喊，然而于我们自己而言又有多少人不是温水里的青蛙？去体制化，给自己的思想去体制化，是我们仍然年轻的年纪，当前最该做的。
0,1292052,肖申克的救赎,5,1,各大榜单排行榜这部电影都能排到第一，感觉还是有点被高估。其实相对于这部电影我还是更喜欢原著一些。
0,1292052,肖申克的救赎,5,1,我很惭愧这么迟才把这么好的一部片子点出来。。= =+之前看了无数次他的名字，没一次点开。。b4自己..这觉得是部无论什么时候看来都相当好的片子！
0,1292052,肖申克的救赎,4,3,希望就衍于你心，再坚牢的石墙也囚禁不住。只要心怀希望，你就是一名自由之人。
0,1292052,肖申克的救赎,[NULL],0,"一种心灵的震撼，开始说I HOPE THAT..........周围的人都说你不能做到，希望是件痛苦的事儿。但是他们都没能做到，所以他们只能说不可能做到。坚信oprah winfrey 的一句话""I never wanted to be in a position again where i was meant t"
0,1292052,肖申克的救赎,5,0,我居然现在才看。好的电影不随时光褪色。实在是太好的电影了。梦里不知身是客。
0,1292052,肖申克的救赎,5,2,为了自由，隐忍，坚持，最终终于是飞出牢笼。有一种鸟天生不适合笼子。我们都是这种鸟，追求自由的翅膀在不甘心中带我们飞离牢笼。然而成功所需要的是坚持坚持再坚持。为了理想，一切都值。
0,1292052,肖申克的救赎,4,0,边看边忍不住想，外面只是个更大的监狱。。不论在哪，尽力做好自己想做的，哪怕花一生。其它的，顺其自然，随遇而安。呵呵，我又跑题了呵。看到最后十分钟时，有丝暖意升起。
0,1292052,肖申克的救赎,5,0,"经典老片。~Hope is a good thing,maybe the best of things,and no good thing ever dies.希望是件好东西，也许是世上最好的东西．好东西从来不会流逝．"
0,1292052,肖申克的救赎,5,0,总是有很多电影，因为敬畏，我一直没有看过。将近20年过去了，无人撼动的经典。我从来没有吃过真正的苦头，从来没有施展出真正的智慧，也活该从来没有真正拥有过希望。
0,1292052,肖申克的救赎,4,0, 美国式的起承转合，美国式的男人友谊，美国式的宗教思想，美国式的人性刻画，美国式离奇又意味深长的团圆结局。美式口味吃惯了，快感就打了折。尤其是那个阳光海岸的结局，得确是豁然开朗了，可是灿烂得有种跳脱了影片的别扭。
0,1292052,肖申克的救赎,5,1,通宵看完了小說實在按耐不住，又過了遍電影，依然震撼。。。。。。看完這部電影，或許你對人生又會有另外一種感悟。我喜歡結局時的那個場景，蔚藍色的太平洋，兩個飽經風霜的男人，一段往事。。。。而我看見的卻是希望。。。。。。。。
0,1292052,肖申克的救赎,[NULL],0,在硕大的阶梯教室看这样精彩的电影，心里的那份震撼和激动，历历在目。
0,1292052,肖申克的救赎,5,8,关于希望，关于坚持，每个人都需要肖申克式的救赎。
0,1292052,肖申克的救赎,5,2,当年最喜欢的电影。浪漫英雄主义情怀虽然老旧，永不过时。最喜欢的还是放歌剧那一段。
0,1292052,肖申克的救赎,5,2,初看时是张不起眼的刺激1995VCD，觉得越狱好牛，后来不知怎的这片就火了应该缘起IMDb，他可能不是大多影迷心中的第一，但平均分确实最高，精装DVD和资料馆重看，每回都有收获，好多形容词都能用来评价他，几乎涵盖除了男女爱情所有基本元素。如果只看一部电影选他最合适，因为真到了那时希望是最需要的
0,1292052,肖申克的救赎,5,0,Fear can hold you a prisoner. Hope can set you free.
0,1292052,肖申克的救赎,5,0,越是经典的片总是想等到最后看，如今看完电影我也知道了为什么这样的电影会屹立不倒，因为通过电影我们每个人可以更好的认识自己，了解人生。最后突然觉得会计那个时候就很流行了，渐渐对自己的专业喜欢了。
0,1292052,肖申克的救赎,5,0,　I guess it comes down to a simple choice: get busy living or get busy dying. 
0,1292052,肖申克的救赎,5,0,在某一次的英语课上看的，但是之后好像又看过两三次~ 真没想到居然有这么聪明的人~一个人为了自由，为了自己应得的一种生活需要付出多少代价？？！
0,1292052,肖申克的救赎,3,0,Brooks 得到了身体的自由，灵魂却已经被无可挽回地体制化。他终于没有能够摆脱对自由无法适应的困境，悬梁自尽。而睿智如 Red，在出狱之后也悲哀地发现，自己竟然连撒尿都要向经理报告，否则一滴尿都挤不出来。他也考虑如何违规以便回到监狱，甚至考虑与 Brooks 一样离开。 
0,1292052,肖申克的救赎,5,1,Fear can hold you prisoner. Hope can set you free.
0,1292052,肖申克的救赎,5,0,当安迪终于爬完整整五个足球场大小的下水管道，在雷电骤雨中撕扯囚衣双手拥抱自由的雨水时，我的身体沸腾了，那一刹那，我也想追随安迪……
0,1292052,肖申克的救赎,5,0,如果没有美国梦一样阿甘，他会站在奥斯卡的舞台上，其实他可以比阿甘高0.5分。
0,1292052,肖申克的救赎,5,0,看过2次还是3次了？  经典名片，imdb 排名1-2 的片子  很可惜，一开始还没看就被人剧透了
0,1292052,肖申克的救赎,5,3,不愧是经典 看完后 有鼓力量油然而生片中有个乌鸦 我总觉得他和安迪一样 虽然身陷囹圄 依然能够自由的飞向天空 
0,1292052,肖申克的救赎,5,0,我们所生活的世界里没有这类友谊，但狩猎者们有。他们的社会里没有抑郁，也不会有殴打儿童的事情发生，这是今天的社会才有的事。所以，在一个不协调或者不快乐的世界里，应该如何寻找生命的意义？今天我讲的很多内容都十分残忍，但我仍然认为它会让你成为一个更加幸福的人。如果你能理解我说的，你能理解这个世界并不适合我们，你也许能够在自己的生活中克服这一切。我个人相信的是，我们是宇宙的神经末梢，我不仅仅是以个人身份扮演自我的角色，我是宇宙本身，因为我创造了宇宙。我是宇宙的眼细胞、耳细胞、脑细胞。这是一个很酷的信念，甚至有一点傲慢。
0,1292052,肖申克的救赎,5,2,"对于主角的各种设计各种用心最后成功越狱，让人激动又佩服。尤其喜欢""Some birds aren't meant to be caged""这句话"
0,1292052,肖申克的救赎,5,5,巨大的隐喻，关于美国的自由到底是真实还是虚假的讨论！
0,1292052,肖申克的救赎,5,0,这俩人就差在海边亲一口了~PS：看这电影令我错过了中饭   电话还是要拿去修的 ~
0,1292052,肖申克的救赎,5,10,每次看都有不同的感受，这便是经典！
0,1292052,肖申克的救赎,5,0,"悲惨的时候时常想起安迪.地狱里都爬出来了. 你和他比,你的痛苦什么也不是.  you must be fight!"
0,1292052,肖申克的救赎,5,0,两个主角就不说了 经典 看过两遍 值得收藏| 严重怀疑我之前的两遍都没有看懂这部。感动的看着他努力建立监狱图书馆，6年不间断的每星期一封信到后来的两封，Brooks出狱时的绝望和最后自杀前还把衣服叠整齐，Red从认命都开始相信hope，小混混被监狱长杀死，最后的结局。感慨。。值得一看再看！
0,1292052,肖申克的救赎,5,0,故事本身就足以震撼，而内核更是让人倍叹醍醐灌顶，一种从未有过的心灵洗涤！“希望是件好事，也许人间至善，善良之事永不消逝！”经典台词无数。出狱后雨中咆哮那场戏配合海报足以名垂青史。利用体制赢得自由，还是服从体制畏惧自由？然而最伟大的地方在于，安迪在为自己争取自由的同时也帮助狱友瑞德获得了救赎！
0,1292052,肖申克的救赎,5,0,OK，当一个人总觉得希望是最重要的东西时，他就有无限的可能性。当看见那海报后长长的洞，谁会不被安迪感动呢101001再看，身上发麻了好多次。希望是人间至善，但多少人能突破体制相信自己的执着，太震撼了。这样的人这样的意识的存在，就是一种意义。
0,1292052,肖申克的救赎,4,3,这个片子最触动我的是那个黑人。坐了几十年的牢，早已习惯了监狱里的一切。而当他被释放出狱，他无法找到自己，也无法在社会立足，出狱后，他反而选择结束生命！特别让人深思！也看到了人性！
0,1292052,肖申克的救赎,5,0,"hope is a good thing，maybe the best of things, and no good thing ever dies,时隔多年重看还是感慨，那种冤屈入狱冷静求生，为狱友谋福利，共同成长直至重获新生，一场策划了19年的越狱，andy牛逼！你值得蔚蓝的太平洋，你值得这自由！2020.3.21"
0,1292052,肖申克的救赎,5,0,"It takes a strong man to save himself, and a great man to save another."
0,1292052,肖申克的救赎,4,0,institutionalization!!!! Hope is a good thing!!!
0,1292052,肖申克的救赎,5,1,08年第一次看 希望  .2017年看的第二次 依旧感动到不行 我们被生活禁锢在无形的牢笼 所谓自由 却是无数条条框框下的身不由己。我们不曾自由。心里的枷锁 现实的框架下 不曾鼓足勇气展望远方
0,1292052,肖申克的救赎,4,0,"You know some birds are not meant to be caged, their feathers are just too bright."
0,1292052,肖申克的救赎,5,1,"Red 说，希望是危险的东西，是精神苦闷的根源。重重挤压之下的牢狱里呆了三十年的他的确有资格这么说。因为从进来的那一天起，狱长就说过，“把灵魂交给上帝，把身体交给我。”　　 　然而 Andy 告诉他，“记住，希望是好事——甚至也许是人间至善。而美好的事永不消失。” "
0,1292052,肖申克的救赎,5,0,"文艺一点的总结：You see hope, then there is hope. 2B一点的总结：知识就是力量！能带给人最大震撼的永远是时间，和飞越疯人院比我明显更倾向于这类型的片子，不自由毋宁死，但绝不是这里。救赎这个词用得太妙，对自己，对Redding，对监狱里的所有人，或许……可能也包括监狱长吧。"
0,1292052,肖申克的救赎,5,0,"虽然社会一直在进步了，但还是有不尽人意之处，每个时代都有着其反人性的部分。在我看来，片中的监狱就是个地狱（囚犯和狱警）,虽然充满暴力、阴谋、私欲，但并不像其他片中大肆宣扬不和谐的成分,而是突出了在这么丑恶的现实面前,人性至善的地方,人们的友爱以及对自由美好生活希望。I hope...I hope..心灵一直仍然在颤抖，私利真的会磨灭人性！斯非吾欲也！"
0,1292052,肖申克的救赎,5,0,除了震撼以外，还有一丝无奈的感觉~“适应”一词多是褒义，但“适应”某种捆绑后的自由，居然令人不知所措……
0,1292052,肖申克的救赎,5,0,我好像是看完這個才開始看越獄的吧，後來這兩部片我都愛上了......
0,1292052,肖申克的救赎,5,0,理性的思维，坚持的毅力。希望必须存在人们心中。大学的时候老师要我们看嫌太过沉重不愿触及。现在沉下心来看，过程灰暗，却让人明白许多道理。在这样经典的影片面前，言语有些笨拙，不知如何形容里面的人性，记录一下就好了
0,1292052,肖申克的救赎,5,0,对人生梦想噶不断追求，还有对自由噶渴望，不放弃，不抛弃，这种精神可以激励一代人~《The Shawshank Redemption》第一套令我进入电影坑的戏。
0,1292052,肖申克的救赎,5,0,“有的人的羽翼是如此光辉，即使世界上最黑暗的牢狱，也无法长久地将他围困！”男人必看经典励志高分影片！每当现实令我疲惫得产生无力感，翻出这部电影，就会重获力量。
0,1292052,肖申克的救赎,5,0,无冕之王，影片本身经典和品质都毋庸置疑。不过在imdb和豆瓣都高居榜首还是稍感不解
0,1292052,肖申克的救赎,5,1,". First you hate them, then you get used to them. Enough time passed, you depend on them."
0,1292052,肖申克的救赎,5,0,好吧，真是一拖再拖到现在才把它看掉，没看之前不知道剧情内容以为是何等神作。虽然剧情没怎么吸引我，但主人公的坚持与执着还是打动了我，也许这就是信念的力量吧。豆瓣上的第一神剧，已阅。
0,1292052,肖申克的救赎,5,3,很好奇导演是如何面对自己这部“霸占所有电影榜单榜首”的作品的
0,1292052,肖申克的救赎,5,2,高智商的男人惹不起！！！Andy太屌了！！！老布假释后不习惯外面的社会 毕竟在监狱里呆了50年 自杀 可以想象。后来Red假释出来 幸好有Andy给他的希望 不然在狱中40年的Red也很有可能步老布的后尘。花了20年逃出去 还摆了坏人一道 真的狠屌！！！
0,1292052,肖申克的救赎,5,4,还看！我喜欢的电影
0,1292052,肖申克的救赎,5,0,好电影不一定要酷，不一定要制作规模超级大，不一定要节奏快，不一定要·····太多了，一部好电影
0,1292052,肖申克的救赎,5,2,我已经忘了是第几遍看了，从不知该怎么评价。我想，这回它提醒我，好故事之外，还需要另一些吸引人的东西。
0,1292052,肖申克的救赎,4,1,https://www.douban.com/people/hitchitsch/status/1931575922/
0,1292052,肖申克的救赎,5,1,很遗憾现在才看着经典的影片，可却不得不说选了一个最佳时机，真的是有什么过不去的呢，只要自己是对的，只要坚信自己能做到，即使这里倒霉，被黑，我还是总会找到自己的定位的，是该走出来的时候了。get busy living or get basy daying 
0,1292052,肖申克的救赎,5,0,"Hope is a good thing,maybe the best of things,and no good thing even dies."
0,1292052,肖申克的救赎,5,0,get busy living or get busy dying我下半辈子也去开个店得了140727重看
0,1292052,肖申克的救赎,5,0,忘记了第一次看这部电影是什么时候，其实一直对其印象不太深，总是在我还未获得“freeman”身份的时候吧。多年后重看，恍惚觉得伟大的作品常常会有相似的内核。人生不过是层层嵌套的围城，不得不不断地做出选择，自由在远方时最令人神往，而当你看到命运的大门上插着的钥匙时，却往往不敢去转动它。人不敢做出改变，不愿自己做选择，亚隆说做出选择意味着你亲手杀死了其他所有可能的自己，自由是沉重的，希望令人恐惧。这种沉重与恐惧，是托马斯曼的魔山，是卡夫卡的城堡，甚至也是，卧虎藏龙里玉娇龙的纵身一跳。而现实令人鼓舞的一面可能是，你并不需要是一只很特别的鸟，才有权享有自由，你也不需要爬那段500码的屎尿下水道，但很多个孤独的夜，你不妨做好准备去面对它。
0,1292052,肖申克的救赎,5,1,这是属于自由的灵魂。没有什么能将其拘禁，没有什么能将其挫败。无论他身居何处，他都能改变环境，而不是被环境改变。
0,1292052,肖申克的救赎,5,24,  监狱里的高墙实在是很有趣。刚入狱的时候，你痛恨周围的高墙；慢慢地，你习惯了生活在其中；最终你会发现自己不得不依靠它而生存。这就是体制化。每个人都画地为牢，生活在里面。即使痛恨着、挣扎着、想要摆脱着，其实我们也享受着、经营着、离不开了。有的人离开牢笼后无法生活，有的人浑身长满了自由的羽毛，即使在牢笼里也不忘雕琢打磨使其不断灯丰盈。我最近陷在一个怪圈里无法自我解脱，企图通过一些可笑的伎俩来转移。但是在无爱无声无时间的世界里，什么都是徒劳。如果自我和解，就能活下去。
0,1292052,肖申克的救赎,5,0,"hope is a good thing, may be the best of them... 当年被阿甘的风头打下去 时间沉淀为经典第一"
