title,work_id,url
肖申克的救赎,1292052,https://movie.douban.com/subject/1292052/
霸王别姬,1291546,https://movie.douban.com/subject/1291546/
阿甘正传,1292720,https://movie.douban.com/subject/1292720/
泰坦尼克号,1292722,https://movie.douban.com/subject/1292722/
这个杀手不太冷,1295644,https://movie.douban.com/subject/1295644/
美丽人生,1292063,https://movie.douban.com/subject/1292063/
千与千寻,1291561,https://movie.douban.com/subject/1291561/
辛德勒的名单,1295124,https://movie.douban.com/subject/1295124/
盗梦空间,3541415,https://movie.douban.com/subject/3541415/
星际穿越,1889243,https://movie.douban.com/subject/1889243/
楚门的世界,1292064,https://movie.douban.com/subject/1292064/
忠犬八公的故事,3011091,https://movie.douban.com/subject/3011091/
海上钢琴师,1292001,https://movie.douban.com/subject/1292001/
三傻大闹宝莱坞,3793023,https://movie.douban.com/subject/3793023/
放牛班的春天,1291549,https://movie.douban.com/subject/1291549/
机器人总动员,2131459,https://movie.douban.com/subject/2131459/
无间道,1307914,https://movie.douban.com/subject/1307914/
疯狂动物城,25662329,https://movie.douban.com/subject/25662329/
控方证人,1296141,https://movie.douban.com/subject/1296141/
大话西游之大圣娶亲,1292213,https://movie.douban.com/subject/1292213/
熔炉,5912992,https://movie.douban.com/subject/5912992/
教父,1291841,https://movie.douban.com/subject/1291841/
当幸福来敲门,1849031,https://movie.douban.com/subject/1849031/
触不可及,6786002,https://movie.douban.com/subject/6786002/
怦然心动,3319755,https://movie.douban.com/subject/3319755/
龙猫,1291560,https://movie.douban.com/subject/1291560/
末代皇帝,1293172,https://movie.douban.com/subject/1293172/
寻梦环游记,20495023,https://movie.douban.com/subject/20495023/
活着,1292365,https://movie.douban.com/subject/1292365/
蝙蝠侠：黑暗骑士,1851857,https://movie.douban.com/subject/1851857/
哈利·波特与魔法石,1295038,https://movie.douban.com/subject/1295038/
指环王3：王者无敌,1291552,https://movie.douban.com/subject/1291552/
乱世佳人,1300267,https://movie.douban.com/subject/1300267/
我不是药神,26752088,https://movie.douban.com/subject/26752088/
素媛,21937452,https://movie.douban.com/subject/21937452/
飞屋环游记,2129039,https://movie.douban.com/subject/2129039/
何以为家,30170448,https://movie.douban.com/subject/30170448/
十二怒汉,1293182,https://movie.douban.com/subject/1293182/
哈尔的移动城堡,1308807,https://movie.douban.com/subject/1308807/
摔跤吧！爸爸,26387939,https://movie.douban.com/subject/26387939/
鬼子来了,1291858,https://movie.douban.com/subject/1291858/
少年派的奇幻漂流,1929463,https://movie.douban.com/subject/1929463/
让子弹飞,3742360,https://movie.douban.com/subject/3742360/
猫鼠游戏,1305487,https://movie.douban.com/subject/1305487/
海蒂和爷爷,25958717,https://movie.douban.com/subject/25958717/
钢琴家,1296736,https://movie.douban.com/subject/1296736/
大话西游之月光宝盒,1299398,https://movie.douban.com/subject/1299398/
天空之城,1291583,https://movie.douban.com/subject/1291583/
指环王2：双塔奇兵,1291572,https://movie.douban.com/subject/1291572/
闻香识女人,1298624,https://movie.douban.com/subject/1298624/
天堂电影院,1291828,https://movie.douban.com/subject/1291828/
罗马假日,1293839,https://movie.douban.com/subject/1293839/
绿皮书,27060077,https://movie.douban.com/subject/27060077/
死亡诗社,1291548,https://movie.douban.com/subject/1291548/
大闹天宫,1418019,https://movie.douban.com/subject/1418019/
指环王1：护戒使者,1291571,https://movie.douban.com/subject/1291571/
黑客帝国,1291843,https://movie.douban.com/subject/1291843/
教父2,1299131,https://movie.douban.com/subject/1299131/
狮子王,1301753,https://movie.douban.com/subject/1301753/
辩护人,21937445,https://movie.douban.com/subject/21937445/
饮食男女,1291818,https://movie.douban.com/subject/1291818/
搏击俱乐部,1292000,https://movie.douban.com/subject/1292000/
美丽心灵,1306029,https://movie.douban.com/subject/1306029/
本杰明·巴顿奇事,1485260,https://movie.douban.com/subject/1485260/
穿条纹睡衣的男孩,3008247,https://movie.douban.com/subject/3008247/
窃听风暴,1900841,https://movie.douban.com/subject/1900841/
情书,1292220,https://movie.douban.com/subject/1292220/
两杆大烟枪,1293350,https://movie.douban.com/subject/1293350/
西西里的美丽传说,1292402,https://movie.douban.com/subject/1292402/
音乐之声,1294408,https://movie.douban.com/subject/1294408/
看不见的客人,26580232,https://movie.douban.com/subject/26580232/
阿凡达,1652587,https://movie.douban.com/subject/1652587/
拯救大兵瑞恩,1292849,https://movie.douban.com/subject/1292849/
飞越疯人院,1292224,https://movie.douban.com/subject/1292224/
小鞋子,1303021,https://movie.douban.com/subject/1303021/
哈利·波特与死亡圣器(下),3011235,https://movie.douban.com/subject/3011235/
沉默的羔羊,1293544,https://movie.douban.com/subject/1293544/
禁闭岛,2334904,https://movie.douban.com/subject/2334904/
布达佩斯大饭店,11525673,https://movie.douban.com/subject/11525673/
蝴蝶效应,1292343,https://movie.douban.com/subject/1292343/
致命魔术,1780330,https://movie.douban.com/subject/1780330/
海豚湾,3442220,https://movie.douban.com/subject/3442220/
功夫,1291543,https://movie.douban.com/subject/1291543/
心灵捕手,1292656,https://movie.douban.com/subject/1292656/
美国往事,1292262,https://movie.douban.com/subject/1292262/
低俗小说,1291832,https://movie.douban.com/subject/1291832/
春光乍泄,1292679,https://movie.douban.com/subject/1292679/
哈利·波特与阿兹卡班的囚徒,1291544,https://movie.douban.com/subject/1291544/
摩登时代,1294371,https://movie.douban.com/subject/1294371/
超脱,5322596,https://movie.douban.com/subject/5322596/
喜剧之王,1302425,https://movie.douban.com/subject/1302425/
致命ID,1297192,https://movie.douban.com/subject/1297192/
七宗罪,1292223,https://movie.douban.com/subject/1292223/
杀人回忆,1300299,https://movie.douban.com/subject/1300299/
红辣椒,1865703,https://movie.douban.com/subject/1865703/
加勒比海盗,1298070,https://movie.douban.com/subject/1298070/
哈利·波特与密室,1296996,https://movie.douban.com/subject/1296996/
狩猎,6985810,https://movie.douban.com/subject/6985810/
被嫌弃的松子的一生,1787291,https://movie.douban.com/subject/1787291/
7号房的礼物,10777687,https://movie.douban.com/subject/10777687/
一一,1292434,https://movie.douban.com/subject/1292434/
唐伯虎点秋香,1306249,https://movie.douban.com/subject/1306249/
请以你的名字呼唤我,26799731,https://movie.douban.com/subject/26799731/
断背山,1418834,https://movie.douban.com/subject/1418834/
剪刀手爱德华,1292370,https://movie.douban.com/subject/1292370/
勇敢的心,1294639,https://movie.douban.com/subject/1294639/
入殓师,2149806,https://movie.douban.com/subject/2149806/
爱在黎明破晓前,1296339,https://movie.douban.com/subject/1296339/
第六感,1297630,https://movie.douban.com/subject/1297630/
重庆森林,1291999,https://movie.douban.com/subject/1291999/
蝙蝠侠：黑暗骑士崛起,3395373,https://movie.douban.com/subject/3395373/
幽灵公主,1297359,https://movie.douban.com/subject/1297359/
超能陆战队,11026735,https://movie.douban.com/subject/11026735/
菊次郎的夏天,1293359,https://movie.douban.com/subject/1293359/
爱在日落黄昏时,1291990,https://movie.douban.com/subject/1291990/
甜蜜蜜,1305164,https://movie.douban.com/subject/1305164/
天使爱美丽,1292215,https://movie.douban.com/subject/1292215/
阳光灿烂的日子,1291875,https://movie.douban.com/subject/1291875/
小森林 夏秋篇,25814705,https://movie.douban.com/subject/25814705/
完美的世界,1300992,https://movie.douban.com/subject/1300992/
借东西的小人阿莉埃蒂,4202302,https://movie.douban.com/subject/4202302/
无人知晓,1292337,https://movie.douban.com/subject/1292337/
消失的爱人,21318488,https://movie.douban.com/subject/21318488/
倩女幽魂,1297447,https://movie.douban.com/subject/1297447/
小森林 冬春篇,25814707,https://movie.douban.com/subject/25814707/
寄生虫,27010768,https://movie.douban.com/subject/27010768/
侧耳倾听,1297052,https://movie.douban.com/subject/1297052/
时空恋旅人,10577869,https://movie.douban.com/subject/10577869/
幸福终点站,1292274,https://movie.douban.com/subject/1292274/
驯龙高手,2353023,https://movie.douban.com/subject/2353023/
教父3,1294240,https://movie.douban.com/subject/1294240/
萤火之森,5989818,https://movie.douban.com/subject/5989818/
一个叫欧维的男人决定去死,26628357,https://movie.douban.com/subject/26628357/
未麻的部屋,1395091,https://movie.douban.com/subject/1395091/
怪兽电力公司,1291579,https://movie.douban.com/subject/1291579/
哈利·波特与火焰杯,1309055,https://movie.douban.com/subject/1309055/
玩具总动员3,1858711,https://movie.douban.com/subject/1858711/
傲慢与偏见,1418200,https://movie.douban.com/subject/1418200/
釜山行,25986180,https://movie.douban.com/subject/25986180/
神偷奶爸,3287562,https://movie.douban.com/subject/3287562/
玛丽和马克思,3072124,https://movie.douban.com/subject/3072124/
新世界,10437779,https://movie.douban.com/subject/10437779/
被解救的姜戈,6307447,https://movie.douban.com/subject/6307447/
告白,4268598,https://movie.douban.com/subject/4268598/
大鱼,1291545,https://movie.douban.com/subject/1291545/
哪吒闹海,1307315,https://movie.douban.com/subject/1307315/
射雕英雄传之东成西就,1316510,https://movie.douban.com/subject/1316510/
阳光姐妹淘,4917726,https://movie.douban.com/subject/4917726/
头号玩家,4920389,https://movie.douban.com/subject/4920389/
喜宴,1303037,https://movie.douban.com/subject/1303037/
我是山姆,1306861,https://movie.douban.com/subject/1306861/
模仿游戏,10463953,https://movie.douban.com/subject/10463953/
恐怖直播,21360417,https://movie.douban.com/subject/21360417/
血战钢锯岭,26325320,https://movie.douban.com/subject/26325320/
花样年华,1291557,https://movie.douban.com/subject/1291557/
九品芝麻官,1297518,https://movie.douban.com/subject/1297518/
七武士,1295399,https://movie.douban.com/subject/1295399/
茶馆,1461403,https://movie.douban.com/subject/1461403/
头脑特工队,10533913,https://movie.douban.com/subject/10533913/
色，戒,1828115,https://movie.douban.com/subject/1828115/
黑客帝国3：矩阵革命,1302467,https://movie.douban.com/subject/1302467/
惊魂记,1293181,https://movie.douban.com/subject/1293181/
你的名字。,26683290,https://movie.douban.com/subject/26683290/
电锯惊魂,1417598,https://movie.douban.com/subject/1417598/
三块广告牌,26611804,https://movie.douban.com/subject/26611804/
达拉斯买家俱乐部,1793929,https://movie.douban.com/subject/1793929/
疯狂原始人,1907966,https://movie.douban.com/subject/1907966/
心迷宫,25917973,https://movie.douban.com/subject/25917973/
卢旺达饭店,1291822,https://movie.douban.com/subject/1291822/
上帝之城,1292208,https://movie.douban.com/subject/1292208/
谍影重重3,1578507,https://movie.douban.com/subject/1578507/
英雄本色,1297574,https://movie.douban.com/subject/1297574/
纵横四海,1295409,https://movie.douban.com/subject/1295409/
风之谷,1291585,https://movie.douban.com/subject/1291585/
海街日记,25895901,https://movie.douban.com/subject/25895901/
爱在午夜降临前,10808442,https://movie.douban.com/subject/10808442/
绿里奇迹,1300374,https://movie.douban.com/subject/1300374/
记忆碎片,1304447,https://movie.douban.com/subject/1304447/
岁月神偷,3792799,https://movie.douban.com/subject/3792799/
忠犬八公物语,1959195,https://movie.douban.com/subject/1959195/
荒蛮故事,24750126,https://movie.douban.com/subject/24750126/
疯狂的石头,1862151,https://movie.douban.com/subject/1862151/
雨中曲,1293460,https://movie.douban.com/subject/1293460/
小偷家族,27622447,https://movie.douban.com/subject/27622447/
爆裂鼓手,25773932,https://movie.douban.com/subject/25773932/
无敌破坏王,6534248,https://movie.douban.com/subject/6534248/
2001太空漫游,1292226,https://movie.douban.com/subject/1292226/
背靠背，脸对脸,1307856,https://movie.douban.com/subject/1307856/
贫民窟的百万富翁,2209573,https://movie.douban.com/subject/2209573/
小丑,27119724,https://movie.douban.com/subject/27119724/
无间道2,1307106,https://movie.douban.com/subject/1307106/
冰川时代,1291578,https://movie.douban.com/subject/1291578/
东邪西毒,1292328,https://movie.douban.com/subject/1292328/
恐怖游轮,3011051,https://movie.douban.com/subject/3011051/
心灵奇旅,24733428,https://movie.douban.com/subject/24733428/
真爱至上,1292401,https://movie.douban.com/subject/1292401/
牯岭街少年杀人事件,1292329,https://movie.douban.com/subject/1292329/
你看起来好像很好吃,4848115,https://movie.douban.com/subject/4848115/
遗愿清单,1867345,https://movie.douban.com/subject/1867345/
魔女宅急便,1307811,https://movie.douban.com/subject/1307811/
东京教父,1310177,https://movie.douban.com/subject/1310177/
黑天鹅,1978709,https://movie.douban.com/subject/1978709/
大佛普拉斯,27059130,https://movie.douban.com/subject/27059130/
可可西里,1308857,https://movie.douban.com/subject/1308857/
城市之光,1293908,https://movie.douban.com/subject/1293908/
雨人,1291870,https://movie.douban.com/subject/1291870/
源代码,3075287,https://movie.douban.com/subject/3075287/
恋恋笔记本,1309163,https://movie.douban.com/subject/1309163/
海边的曼彻斯特,25980443,https://movie.douban.com/subject/25980443/
初恋这件小事,4739952,https://movie.douban.com/subject/4739952/
人工智能,1302827,https://movie.douban.com/subject/1302827/
虎口脱险,1296909,https://movie.douban.com/subject/1296909/
波西米亚狂想曲,5300054,https://movie.douban.com/subject/5300054/
青蛇,1303394,https://movie.douban.com/subject/1303394/
终结者2：审判日,1291844,https://movie.douban.com/subject/1291844/
萤火虫之墓,1293318,https://movie.douban.com/subject/1293318/
罗生门,1291879,https://movie.douban.com/subject/1291879/
疯狂的麦克斯4：狂暴之路,3592854,https://movie.douban.com/subject/3592854/
新龙门客栈,1292287,https://movie.douban.com/subject/1292287/
千钧一发,1300117,https://movie.douban.com/subject/1300117/
奇迹男孩,26787574,https://movie.douban.com/subject/26787574/
无耻混蛋,1438652,https://movie.douban.com/subject/1438652/
崖上的波妞,1959877,https://movie.douban.com/subject/1959877/
二十二,26430107,https://movie.douban.com/subject/26430107/
彗星来的那一夜,25807345,https://movie.douban.com/subject/25807345/
末路狂花,1291992,https://movie.douban.com/subject/1291992/
黑客帝国2：重装上阵,1304141,https://movie.douban.com/subject/1304141/
血钻,1428175,https://movie.douban.com/subject/1428175/
房间,25724855,https://movie.douban.com/subject/25724855/
爱乐之城,25934014,https://movie.douban.com/subject/25934014/
花束般的恋爱,34874432,https://movie.douban.com/subject/34874432/
步履不停,2222996,https://movie.douban.com/subject/2222996/
战争之王,1419936,https://movie.douban.com/subject/1419936/
魂断蓝桥,1293964,https://movie.douban.com/subject/1293964/
火星救援,25864085,https://movie.douban.com/subject/25864085/
谍影重重2,1308767,https://movie.douban.com/subject/1308767/
哈利·波特与死亡圣器(上),2051007,https://movie.douban.com/subject/2051007/
千年女优,1307394,https://movie.douban.com/subject/1307394/
芙蓉镇,1297880,https://movie.douban.com/subject/1297880/
燃情岁月,1295865,https://movie.douban.com/subject/1295865/
阿飞正传,1305690,https://movie.douban.com/subject/1305690/
弱点,3552028,https://movie.douban.com/subject/3552028/
谍影重重,1304102,https://movie.douban.com/subject/1304102/
朗读者,2213597,https://movie.douban.com/subject/2213597/
再次出发之纽约遇见你,6874403,https://movie.douban.com/subject/6874403/
香水,1760622,https://movie.douban.com/subject/1760622/
海洋,3443389,https://movie.douban.com/subject/3443389/
哈利·波特与凤凰社,1457217,https://movie.douban.com/subject/1457217/
穿越时空的少女,1937946,https://movie.douban.com/subject/1937946/
地球上的星星,2363506,https://movie.douban.com/subject/2363506/
我的奇怪朋友,27591191,https://movie.douban.com/subject/27591191/
超星星学园,26765418,https://movie.douban.com/subject/26765418/
相爱穿梭千年2：月光下的交换,26615597,https://movie.douban.com/subject/26615597/
女心理师,30313647,https://movie.douban.com/subject/30313647/
沉香如屑·沉香重华,35029547,https://movie.douban.com/subject/35029547/
招摇,27075195,https://movie.douban.com/subject/27075195/
蓝色生死恋,26971645,https://movie.douban.com/subject/26971645/
烈火军校,30157168,https://movie.douban.com/subject/30157168/
从前有座灵剑山,26877434,https://movie.douban.com/subject/26877434/
天舞纪,26926450,https://movie.douban.com/subject/26926450/
骊歌行,30400625,https://movie.douban.com/subject/30400625/
1921,35125443,https://movie.douban.com/subject/35125443/
千古玦尘,26811532,https://movie.douban.com/subject/26811532/
你微笑时很美,30148173,https://movie.douban.com/subject/30148173/
尚食,30463682,https://movie.douban.com/subject/30463682/
爱的二八定律,35152536,https://movie.douban.com/subject/35152536/
下一站是幸福,30176770,https://movie.douban.com/subject/30176770/
少主且慢行 第一季,34463312,https://movie.douban.com/subject/34463312/
少主且慢行 第二季,34972208,https://movie.douban.com/subject/34972208/
刺杀小说家,26826330,https://movie.douban.com/subject/26826330/
月光变奏曲,35058573,https://movie.douban.com/subject/35058573/
苍兰诀,34779776,https://movie.douban.com/subject/34779776/
两个人的小森林,35431984,https://movie.douban.com/subject/35431984/
捉妖记2,26575103,https://movie.douban.com/subject/26575103/
哦！我的皇帝陛下 第一季,27135558,https://movie.douban.com/subject/27135558/
哦！我的皇帝陛下 第二季,34807445,https://movie.douban.com/subject/34807445/
斗破苍穹,26882446,https://movie.douban.com/subject/26882446/
陈情令,27195020,https://movie.douban.com/subject/27195020/
素人特工,27155276,https://movie.douban.com/subject/27155276/
诛仙1,25779217,https://movie.douban.com/subject/25779217/
庆余年 第一季,25853071,https://movie.douban.com/subject/25853071/
满江红,35766491,https://movie.douban.com/subject/35766491/
狼殿下,26743567,https://movie.douban.com/subject/26743567/
斗罗大陆,30313969,https://movie.douban.com/subject/30313969/
余生，请多指教,30403219,https://movie.douban.com/subject/30403219/
有翡,27069428,https://movie.douban.com/subject/27069428/
理想照耀中国,35209733,https://movie.douban.com/subject/35209733/
风起洛阳,33442334,https://movie.douban.com/subject/33442334/
冰雨火,34908108,https://movie.douban.com/subject/34908108/
无名,35372742,https://movie.douban.com/subject/35372742/
西游记女儿国,25829175,https://movie.douban.com/subject/25829175/
延禧攻略,26999852,https://movie.douban.com/subject/26999852/
解放·终局营救,30454698,https://movie.douban.com/subject/30454698/
三生三世枕上书,26915522,https://movie.douban.com/subject/26915522/
最动听的事,27663766,https://movie.douban.com/subject/27663766/
烈火如歌,26703476,https://movie.douban.com/subject/26703476/
解忧杂货店,26654146,https://movie.douban.com/subject/26654146/
21克拉,26691361,https://movie.douban.com/subject/26691361/
一千零一夜,27088995,https://movie.douban.com/subject/27088995/
幸福，触手可及！,27073044,https://movie.douban.com/subject/27073044/
你是我的荣耀,33454980,https://movie.douban.com/subject/33454980/
与君初相识·恰似故人归,35235410,https://movie.douban.com/subject/35235410/
天雷一部之春花秋月,30258233,https://movie.douban.com/subject/30258233/
三千鸦杀,27611494,https://movie.douban.com/subject/27611494/
传闻中的陈芊芊,34463197,https://movie.douban.com/subject/34463197/
我，喜欢你,34908020,https://movie.douban.com/subject/34908020/
长歌行,26926445,https://movie.douban.com/subject/26926445/
一不小心捡到爱,35082299,https://movie.douban.com/subject/35082299/
国子监来了个女弟子,35131244,https://movie.douban.com/subject/35131244/
且试天下,26339609,https://movie.douban.com/subject/26339609/
星汉灿烂·月升沧海,35452438,https://movie.douban.com/subject/35452438/
胡同,35274947,https://movie.douban.com/subject/35274947/
听见她说,35164015,https://movie.douban.com/subject/35164015/
暴风眼,30476726,https://movie.douban.com/subject/30476726/
斛珠夫人,26798457,https://movie.douban.com/subject/26798457/
谢谢你医生,34454212,https://movie.douban.com/subject/34454212/
你和我的倾城时光,26386688,https://movie.douban.com/subject/26386688/
知否知否应是绿肥红瘦,26928226,https://movie.douban.com/subject/26928226/
谁是凶手,35180907,https://movie.douban.com/subject/35180907/
幸福到万家,34951002,https://movie.douban.com/subject/34951002/
风吹半夏,35161592,https://movie.douban.com/subject/35161592/
热血同行,27145093,https://movie.douban.com/subject/27145093/
冷血狂宴,26673282,https://movie.douban.com/subject/26673282/
送你一朵小红花,35096844,https://movie.douban.com/subject/35096844/
中国医生,35087699,https://movie.douban.com/subject/35087699/
长津湖,25845392,https://movie.douban.com/subject/25845392/
奇迹·笨小孩,35312437,https://movie.douban.com/subject/35312437/
长津湖之水门桥,35613853,https://movie.douban.com/subject/35613853/
少年的你,30166972,https://movie.douban.com/subject/30166972/
世间有她,35187381,https://movie.douban.com/subject/35187381/
